"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"1",10810096,"JA107583","01/07/2017 05:50:00 PM","004XX W HURON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1831,18,42,8,"07",1173174,1904991,2017,"02/10/2018 03:50:01 PM",41.894723141,-87.639425761,"(41.894723141, -87.639425761)"
"2",10810539,"JA108792","01/08/2017 09:00:00 PM","032XX W OGDEN AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false",1022,10,24,29,"07",1154877,1891254,2017,"02/10/2018 03:50:01 PM",41.857413801,-87.706993734,"(41.857413801, -87.706993734)"
"3",10811381,"JA110666","01/08/2017 07:00:00 PM","011XX S ASHLAND AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1231,12,2,28,"07",1165900,1895209,2017,"02/10/2018 03:50:01 PM",41.868038887,-87.666420169,"(41.868038887, -87.666420169)"
"4",10811599,"JA109921","01/09/2017 04:00:00 PM","061XX S ASHLAND AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","SIDEWALK","false","false",713,7,15,67,"07",1166722,1864053,2017,"02/10/2018 03:50:01 PM",41.782526007,-87.664293162,"(41.782526007, -87.664293162)"
"5",10811645,"JA110998","01/10/2017 07:30:00 AM","049XX N MARINE DR","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2024,20,48,3,"07",1169938,1933073,2017,"02/10/2018 03:50:01 PM",41.971852622,-87.650489142,"(41.971852622, -87.650489142)"
"6",10811674,"JA111011","01/10/2017 05:55:00 PM","037XX W 64TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",823,8,13,65,"07",1152445,1861903,2017,"02/10/2018 03:50:01 PM",41.776918985,-87.716693776,"(41.776918985, -87.716693776)"
"7",10811680,"JA111054","01/08/2017 10:00:00 AM","004XX W 31ST ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",914,9,11,60,"07",1173679,1884379,2017,"02/10/2018 03:50:01 PM",41.838151152,-87.638184061,"(41.838151152, -87.638184061)"
"8",10811761,"JA110775","01/10/2017 03:00:00 PM","079XX S YATES BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","GAS STATION","false","false",414,4,7,46,"07",1193570,1852889,2017,"02/10/2018 03:50:01 PM",41.751275763,-87.566227001,"(41.751275763, -87.566227001)"
"9",10811799,"JA110987","01/10/2017 07:00:00 AM","089XX S PARNELL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2223,22,21,71,"07",1174199,1845689,2017,"02/10/2018 03:50:01 PM",41.73197004,-87.637425014,"(41.73197004, -87.637425014)"
"10",10811984,"JA111428","01/11/2017 03:00:00 AM","052XX S MILLARD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",822,8,23,62,"07",1152932,1869503,2017,"02/10/2018 03:50:01 PM",41.797764929,-87.714707961,"(41.797764929, -87.714707961)"
"11",10812000,"JA111434","01/11/2017 04:30:00 AM","003XX N CENTRAL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1512,15,29,25,"07",1138970,1902173,2017,"02/10/2018 03:50:01 PM",41.887680583,-87.765117107,"(41.887680583, -87.765117107)"
"12",10812008,"JA111451","01/11/2017 06:10:00 AM","019XX N DAMEN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","FIRE STATION","false","false",1434,14,32,22,"07",1162726,1912669,2017,"02/10/2018 03:50:01 PM",41.916017601,-87.677582632,"(41.916017601, -87.677582632)"
"13",10812012,"JA111450","01/10/2017 04:30:00 PM","048XX S LAWLER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",814,8,23,56,"07",1143509,1872115,2017,"02/10/2018 03:50:01 PM",41.805113569,-87.749199049,"(41.805113569, -87.749199049)"
"14",10812076,"JA111444","01/11/2017 05:55:00 AM","027XX S KOMENSKY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1031,10,22,30,"07",1149821,1885542,2017,"02/10/2018 03:50:01 PM",41.841839065,-87.725700691,"(41.841839065, -87.725700691)"
"15",10812230,"JA111553","01/10/2017 09:00:00 PM","035XX W WABANSIA AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","VEHICLE NON-COMMERCIAL","false","false",1422,14,26,23,"07",1152830,1911076,2017,"02/10/2018 03:50:01 PM",41.911848143,-87.713982345,"(41.911848143, -87.713982345)"
"16",10812303,"JA111627","01/11/2017 10:11:00 AM","096XX S AVENUE M","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",432,4,10,52,"07",1201456,1841758,2017,"02/10/2018 03:50:01 PM",41.72053495,-87.537706464,"(41.72053495, -87.537706464)"
"17",10812398,"JA111674","01/10/2017 06:30:00 PM","032XX W HOLLYWOOD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1711,17,40,13,"07",1153659,1937693,2017,"02/10/2018 03:50:01 PM",41.984870605,-87.710225948,"(41.984870605, -87.710225948)"
"18",10812507,"JA111758","01/11/2017 11:30:00 AM","080XX S SANGAMON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",621,6,21,71,"07",1171374,1851499,2017,"02/10/2018 03:50:01 PM",41.747975683,-87.647604531,"(41.747975683, -87.647604531)"
"19",10812512,"JA111785","01/06/2017 12:00:00 PM","054XX W RACE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1523,15,37,25,"07",1139799,1903021,2017,"02/10/2018 03:50:01 PM",41.889992497,-87.76205198,"(41.889992497, -87.76205198)"
"20",10812516,"JA111495","01/11/2017 07:40:00 AM","037XX W 79TH PL","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",834,8,18,70,"07",1152860,1851618,2017,"02/10/2018 03:50:01 PM",41.748687102,-87.715443219,"(41.748687102, -87.715443219)"
"21",10812761,"JA111927","01/11/2017 01:30:00 PM","052XX W MONTROSE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false",1623,16,45,15,"07",1140531,1928751,2017,"02/10/2018 03:50:01 PM",41.960584941,-87.758730508,"(41.960584941, -87.758730508)"
"22",10812817,"JA110605","01/09/2017 09:00:00 PM","024XX N KENTON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",2521,25,31,19,"07",1145210,1915768,2017,"02/10/2018 03:50:01 PM",41.924871044,-87.741857329,"(41.924871044, -87.741857329)"
"23",10812900,"JA112202","01/11/2017 05:05:00 PM","006XX S SACRAMENTO BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",1135,11,2,27,"07",1156465,1897131,2017,"02/10/2018 03:50:01 PM",41.873508972,-87.701005933,"(41.873508972, -87.701005933)"
"24",10812955,"JA112273","01/11/2017 05:40:00 PM","033XX W WASHINGTON BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1123,11,28,27,"07",1154137,1900485,2017,"02/10/2018 03:50:01 PM",41.88275944,-87.709463721,"(41.88275944, -87.709463721)"
"25",10813030,"JA112353","01/11/2017 06:38:00 PM","017XX N KEYSTONE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2534,25,30,20,"07",1149115,1911164,2017,"02/10/2018 03:50:01 PM",41.912162426,-87.727627964,"(41.912162426, -87.727627964)"
"26",10813043,"JA112225","01/11/2017 02:00:00 PM","007XX N SACRAMENTO BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1221,12,27,23,"07",1156097,1904592,2017,"02/10/2018 03:50:01 PM",41.893990113,-87.702155577,"(41.893990113, -87.702155577)"
"27",10813063,"JA111900","01/07/2017 12:00:00 PM","042XX W ARTHINGTON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1132,11,24,26,"07",1148081,1895772,2017,"02/10/2018 03:50:01 PM",41.869945076,-87.731823023,"(41.869945076, -87.731823023)"
"28",10813080,"JA112495","01/11/2017 07:30:00 PM","048XX W ARMITAGE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2533,25,31,19,"07",1143825,1912863,2017,"02/10/2018 03:50:01 PM",41.91692553,-87.747019479,"(41.91692553, -87.747019479)"
"29",10813134,"JA112550","01/11/2017 08:15:00 PM","017XX W CARROLL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1215,12,27,28,"07",1164686,1902392,2017,"02/10/2018 03:50:01 PM",41.88777543,-87.670673381,"(41.88777543, -87.670673381)"
"30",10813139,"JA112557","01/11/2017 09:20:00 PM","001XX W MONROE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",122,1,42,32,"07",1175357,1899894,2017,"02/10/2018 03:50:01 PM",41.880687961,-87.631561392,"(41.880687961, -87.631561392)"
"31",10813173,"JA112615","01/11/2017 10:00:00 PM","045XX W 56TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",813,8,13,62,"07",1146776,1867089,2017,"02/10/2018 03:50:01 PM",41.791259885,-87.737344685,"(41.791259885, -87.737344685)"
"32",10813189,"JA112596","01/11/2017 10:30:00 PM","029XX N OAK PARK AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false",2511,25,36,18,"07",1130582,1918692,2017,"02/10/2018 03:50:01 PM",41.933159155,-87.795540713,"(41.933159155, -87.795540713)"
"33",10813198,"JA112641","01/11/2017 08:00:00 PM","054XX W CORTLAND ST","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false",2532,25,37,25,"07",1139647,1911915,2017,"02/10/2018 03:50:01 PM",41.914401465,-87.762392816,"(41.914401465, -87.762392816)"
"34",10813244,"JA112665","01/11/2017 08:00:00 PM","078XX S CHRISTIANA AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","true","false",835,8,18,70,"07",1155407,1852527,2017,"02/10/2018 03:50:01 PM",41.751130976,-87.706085706,"(41.751130976, -87.706085706)"
"35",10813262,"JA112680","01/11/2017 05:00:00 PM","078XX S WESTERN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",835,8,18,70,"07",1161739,1852612,2017,"02/10/2018 03:50:01 PM",41.751235211,-87.682879569,"(41.751235211, -87.682879569)"
"36",10813274,"JA112657","01/11/2017 10:20:00 PM","028XX N KIMBALL AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false",1412,14,35,21,"07",1153240,1918478,2017,"02/10/2018 03:50:01 PM",41.932151721,-87.71227918,"(41.932151721, -87.71227918)"
"37",10813307,"JA112748","01/11/2017 04:00:00 PM","050XX S FAIRFIELD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",923,9,14,63,"07",1158894,1871051,2017,"02/10/2018 03:50:01 PM",41.801893026,-87.69280188,"(41.801893026, -87.69280188)"
"38",10813312,"JA112750","01/11/2017 06:00:00 PM","028XX N RUTHERFORD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2511,25,36,18,"07",1130931,1918151,2017,"02/10/2018 03:50:01 PM",41.931668572,-87.794270639,"(41.931668572, -87.794270639)"
"39",10813366,"JA112780","01/12/2017 07:00:00 AM","009XX N RIDGEWAY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","false","false",1112,11,27,23,"07",1151211,1906080,2017,"02/10/2018 03:50:01 PM",41.898170565,-87.720061322,"(41.898170565, -87.720061322)"
"40",10813379,"JA112776","01/11/2017 08:00:00 PM","004XX S KOSTNER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","GAS STATION","false","false",1131,11,24,26,"07",1147129,1897553,2017,"02/10/2018 03:50:01 PM",41.874850606,-87.735272577,"(41.874850606, -87.735272577)"
"41",10813404,"JA112772","01/11/2017 10:00:00 PM","032XX W MADISON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1123,11,28,27,"07",1154889,1899837,2017,"02/10/2018 03:50:01 PM",41.880966228,-87.706719713,"(41.880966228, -87.706719713)"
"42",10813520,"JA111632","01/10/2017 07:30:00 PM","063XX W GEORGE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2511,25,29,19,"07",1133475,1918595,2017,"02/10/2018 03:50:01 PM",41.932842687,-87.784911238,"(41.932842687, -87.784911238)"
"43",10813565,"JA112837","01/11/2017 11:00:00 PM","064XX W ROSCOE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1632,16,36,17,"07",1132661,1921917,2017,"02/10/2018 03:50:01 PM",41.941972882,-87.787824984,"(41.941972882, -87.787824984)"
"44",10813569,"JA112811","01/09/2017 02:46:00 PM","048XX W MADISON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1533,15,28,25,"07",1144224,1899588,2017,"02/10/2018 03:50:01 PM",41.880489945,-87.745887499,"(41.880489945, -87.745887499)"
"45",10813573,"JA112856","01/12/2017 08:40:00 AM","027XX W HADDON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1211,12,26,24,"07",1157925,1907527,2017,"02/10/2018 03:50:01 PM",41.902006911,-87.695361749,"(41.902006911, -87.695361749)"
"46",10813635,"JA112893","01/12/2017 08:33:00 AM","048XX W WARWICK AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","true","false",1634,16,45,15,"07",1143314,1924491,2017,"02/10/2018 03:50:01 PM",41.948843465,-87.748605545,"(41.948843465, -87.748605545)"
"47",10813718,"JA112960","01/12/2017 10:00:00 AM","032XX W WALNUT ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false",1123,11,28,27,"07",1154797,1901447,2017,"02/10/2018 03:50:01 PM",41.885386072,-87.707014386,"(41.885386072, -87.707014386)"
"48",10813780,"JA113016","01/12/2017 09:30:00 AM","028XX W FULLERTON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","GAS STATION","false","false",1414,14,35,22,"07",1157222,1915830,2017,"02/10/2018 03:50:01 PM",41.92480533,-87.697717952,"(41.92480533, -87.697717952)"
"49",10813866,"JA113183","01/12/2017 12:20:00 PM","013XX N ELSTON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",1433,14,32,24,"07",1167640,1908904,2017,"02/10/2018 03:50:01 PM",41.90558169,-87.659637609,"(41.90558169, -87.659637609)"
"50",10813868,"JA113068","01/11/2017 06:30:00 PM","113XX S AVENUE L","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",433,4,10,52,"07",1201893,1830454,2017,"02/10/2018 03:50:01 PM",41.689504734,-87.536488989,"(41.689504734, -87.536488989)"
"51",10813905,"JA112991","01/11/2017 09:00:00 PM","037XX N KENMORE AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","RESIDENCE","true","false",1923,19,44,6,"07",1168606,1925072,2017,"02/10/2018 03:50:01 PM",41.949926629,-87.655619761,"(41.949926629, -87.655619761)"
"52",10813922,"JA112946","01/12/2017 09:50:00 AM","003XX N HAMLIN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1122,11,27,26,"07",1151004,1901761,2017,"02/10/2018 03:50:01 PM",41.886322842,-87.720934842,"(41.886322842, -87.720934842)"
"53",10813938,"JA113128","01/10/2017 01:00:00 PM","025XX W 63RD ST","0915","MOTOR VEHICLE THEFT","TRUCK, BUS, MOTOR HOME","OTHER","false","false",825,8,15,66,"07",1160343,1862793,2017,"02/10/2018 03:50:01 PM",41.779202212,-87.687715222,"(41.779202212, -87.687715222)"
"54",10813998,"JA113231","01/09/2017 05:00:00 PM","076XX S ESSEX AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",421,4,7,43,"07",1194187,1854863,2017,"02/10/2018 03:50:01 PM",41.756677456,-87.56390135,"(41.756677456, -87.56390135)"
"55",10814013,"JA113274","01/12/2017 07:00:00 AM","094XX S VERNON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",633,6,9,49,"07",1180901,1842564,2017,"02/10/2018 03:50:01 PM",41.72324334,-87.612968816,"(41.72324334, -87.612968816)"
"56",10814033,"JA113327","01/11/2017 06:00:00 PM","064XX N CENTRAL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",1621,16,41,12,"07",1139166,1942522,2017,"02/10/2018 03:50:01 PM",41.998398704,-87.76341214,"(41.998398704, -87.76341214)"
"57",10814054,"JA113160","01/11/2017 08:12:00 PM","063XX S MAY ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",724,7,16,68,"07",1169736,1862855,2017,"02/10/2018 03:50:01 PM",41.779173667,-87.653277703,"(41.779173667, -87.653277703)"
"58",10814081,"JA113410","01/12/2017 07:00:00 AM","051XX N WOLCOTT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","SPORTS ARENA/STADIUM","true","false",2032,20,47,4,"07",1162886,1934283,2017,"02/10/2018 03:50:01 PM",41.975324221,-87.676386182,"(41.975324221, -87.676386182)"
"59",10814099,"JA113212","01/11/2017 07:00:00 PM","055XX W CORTEZ ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",1524,15,37,25,"07",1139170,1906452,2017,"02/10/2018 03:50:01 PM",41.899419052,-87.764278414,"(41.899419052, -87.764278414)"
"60",10814145,"JA113514","01/12/2017 04:50:00 PM","031XX W ARTHINGTON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1134,11,24,27,"07",1155528,1895867,2017,"02/10/2018 03:50:01 PM",41.870059315,-87.704480144,"(41.870059315, -87.704480144)"
"61",10814170,"JA113242","01/12/2017 12:19:00 PM","070XX S SOUTH SHORE DR","0915","MOTOR VEHICLE THEFT","TRUCK, BUS, MOTOR HOME","STREET","false","false",331,3,5,43,"07",1193442,1858927,2017,"02/10/2018 03:50:01 PM",41.767847633,-87.566498814,"(41.767847633, -87.566498814)"
"62",10814228,"JA113629","01/11/2017 06:30:00 PM","0000X W RANDOLPH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",111,1,42,32,"07",1176102,1901284,2017,"02/10/2018 03:50:01 PM",41.884485451,-87.628783943,"(41.884485451, -87.628783943)"
"63",10814257,"JA113677","01/12/2017 05:10:00 PM","055XX W IRVING PARK RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1633,16,38,15,"07",1138727,1926048,2017,"02/10/2018 03:50:01 PM",41.953200658,-87.765428866,"(41.953200658, -87.765428866)"
"64",10814280,"JA113726","01/12/2017 07:40:00 PM","094XX S SANGAMON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",2223,22,21,73,"07",1171644,1842206,2017,"02/10/2018 03:50:01 PM",41.722468501,-87.646886763,"(41.722468501, -87.646886763)"
"65",10814316,"JA113732","01/10/2017 06:00:00 AM","024XX W WILSON AVE","0917","MOTOR VEHICLE THEFT","CYCLE, SCOOTER, BIKE W-VIN","STREET","false","false",1911,19,47,4,"07",1159126,1930435,2017,"02/10/2018 03:50:01 PM",41.96484341,-87.690319216,"(41.96484341, -87.690319216)"
"66",10814319,"JA113792","01/12/2017 09:00:00 PM","010XX W GRANVILLE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","SMALL RETAIL STORE","false","false",2433,24,48,77,"07",1167936,1941342,2017,"02/10/2018 03:50:01 PM",41.994586517,-87.657610865,"(41.994586517, -87.657610865)"
"67",10814332,"JA113756","01/12/2017 08:00:00 PM","045XX N SHERIDAN RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",1914,19,46,3,"07",1168796,1930233,2017,"02/10/2018 03:50:01 PM",41.964084475,-87.654771127,"(41.964084475, -87.654771127)"
"68",10814386,"JA113883","01/12/2017 11:00:00 PM","059XX S KEDZIE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",824,8,16,66,"07",1156071,1864973,2017,"02/10/2018 03:50:01 PM",41.785271399,-87.703318377,"(41.785271399, -87.703318377)"
"69",10814637,"JA114051","01/13/2017 06:25:00 AM","050XX S KILDARE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",815,8,23,57,"07",1148548,1870856,2017,"02/10/2018 03:50:01 PM",41.801563219,-87.730750217,"(41.801563219, -87.730750217)"
"70",10814649,"JA114054","01/13/2017 05:50:00 AM","037XX W 63RD ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",823,8,13,65,"07",1152571,1862575,2017,"02/10/2018 03:50:01 PM",41.778760577,-87.71621418,"(41.778760577, -87.71621418)"
"71",10814665,"JA114098","01/13/2017 07:30:00 AM","025XX W CHICAGO AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",1221,12,26,24,"07",1159446,1905244,2017,"02/10/2018 03:50:01 PM",41.895710994,-87.689837799,"(41.895710994, -87.689837799)"
"72",10814666,"JA114077","01/13/2017 02:00:00 AM","028XX W WILCOX ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1124,11,2,27,"07",1157396,1899227,2017,"02/10/2018 03:50:01 PM",41.879241731,-87.697530746,"(41.879241731, -87.697530746)"
"73",10814667,"JA114057","01/13/2017 06:30:00 AM","037XX W 64TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",823,8,13,65,"07",1152458,1861904,2017,"02/10/2018 03:50:01 PM",41.776921474,-87.716646092,"(41.776921474, -87.716646092)"
"74",10814669,"JA114080","01/13/2017 07:15:00 AM","077XX S KNOX AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","false","false",834,8,13,70,"07",1146751,1852750,2017,"02/10/2018 03:50:01 PM",41.751911718,-87.737800431,"(41.751911718, -87.737800431)"
"75",10814672,"JA114066","01/13/2017 07:00:00 AM","037XX W 77TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",833,8,18,70,"07",1152332,1853136,2017,"02/10/2018 03:50:01 PM",41.752863139,-87.717338201,"(41.752863139, -87.717338201)"
"76",10814688,"JA114095","01/12/2017 08:45:00 PM","037XX W 62ND ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",823,8,13,65,"07",1152470,1863237,2017,"02/10/2018 03:50:01 PM",41.780579196,-87.71656705,"(41.780579196, -87.71656705)"
"77",10814694,"JA114110","01/13/2017 07:45:00 AM","009XX N DRAKE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1121,11,27,23,"07",1152544,1905937,2017,"02/10/2018 03:50:01 PM",41.897751907,-87.715169077,"(41.897751907, -87.715169077)"
"78",10814733,"JA114112","01/13/2017 07:47:00 AM","049XX W NEWPORT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1634,16,38,15,"07",1142714,1922481,2017,"02/10/2018 03:50:01 PM",41.943339052,-87.750861275,"(41.943339052, -87.750861275)"
"79",10814748,"JA114178","01/12/2017 11:00:00 PM","032XX W LE MOYNE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1422,14,26,23,"07",1154550,1909788,2017,"02/10/2018 03:50:01 PM",41.908279503,-87.707698062,"(41.908279503, -87.707698062)"
"80",10814750,"JA114183","01/13/2017 09:00:00 AM","020XX N LAPORTE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false",2522,25,31,19,"07",1143059,1913097,2017,"02/10/2018 03:50:01 PM",41.917581986,-87.749827942,"(41.917581986, -87.749827942)"
"81",10814765,"JA114091","01/12/2017 04:00:00 PM","089XX S PAULINA ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false",2221,22,21,73,"07",1166580,1845216,2017,"02/10/2018 03:50:01 PM",41.730837711,-87.665350012,"(41.730837711, -87.665350012)"
"82",10814794,"JA114125","01/13/2017 07:30:00 AM","083XX S KNOX AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false",834,8,18,70,"07",1146824,1848797,2017,"02/10/2018 03:50:01 PM",41.741062582,-87.737633202,"(41.741062582, -87.737633202)"
"83",10814805,"JA114203","01/13/2017 09:00:00 AM","010XX W BELMONT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DAY CARE CENTER","false","false",1924,19,44,6,"07",1168570,1921412,2017,"02/10/2018 03:50:01 PM",41.939884215,-87.655858428,"(41.939884215, -87.655858428)"
"84",10814829,"JA114285","01/12/2017 04:00:00 PM","120XX S EMERALD AVE","0920","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",523,5,34,53,"07",1173478,1824983,2017,"02/10/2018 03:50:01 PM",41.675165651,-87.640676424,"(41.675165651, -87.640676424)"
"85",10814843,"JA114081","01/13/2017 07:00:00 AM","038XX W MYRICK ST","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","DRIVEWAY - RESIDENTIAL","false","false",833,8,18,70,"07",1151929,1852080,2017,"02/10/2018 03:50:01 PM",41.749973205,-87.718842692,"(41.749973205, -87.718842692)"
"86",10814901,"JA114355","01/12/2017 08:20:00 PM","031XX N PAULINA ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1931,19,32,6,"07",1164432,1921099,2017,"02/10/2018 03:50:01 PM",41.939114057,-87.671075693,"(41.939114057, -87.671075693)"
"87",10814927,"JA114327","01/12/2017 06:40:00 PM","091XX S ELLIS AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false",413,4,8,47,"07",1184482,1844613,2017,"02/10/2018 03:50:01 PM",41.728783051,-87.599788102,"(41.728783051, -87.599788102)"
"88",10814964,"JA114386","01/10/2017 12:00:00 PM","009XX E 50TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",222,2,4,39,"07",1183412,1872057,2017,"02/10/2018 03:50:01 PM",41.804117007,-87.602853922,"(41.804117007, -87.602853922)"
"89",10815143,"JA114498","01/13/2017 08:30:00 AM","047XX W HARRISON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","false","false",1131,11,24,25,"07",1144927,1896933,2017,"02/10/2018 03:50:01 PM",41.873191068,-87.743373133,"(41.873191068, -87.743373133)"
"90",10815267,"JA114843","01/13/2017 04:40:00 PM","044XX N KIMBALL AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1723,17,33,14,"07",1152924,1929236,2017,"02/10/2018 03:50:01 PM",41.961678731,-87.713154388,"(41.961678731, -87.713154388)"
