"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-04",,,,"0.00","0.0","0.0",,"50","33",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-05",,,,"0.00","0.0","0.0",,"42","24",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-06",,,,"0.00","0.0","0.0",,"43","21",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-07",,,,"0.00","0.0","0.0",,"47","32",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-08",,,,"0.00","0.0","0.0",,"44","29",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-09",,,,"0.00","0.0","0.0",,"39","24",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-10",,,,"0.00","0.0","0.0",,"51","17",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-11",,,,"0.00","0.0","0.0",,"17","6",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-12",,,,"0.00","0.0","0.0",,"20","0",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-13",,,,"0.00","0.0","0.0",,"60","19",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-14",,,,"0.00","0.0","0.0",,"56","22",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-15",,,,"0.00","0.0","0.0",,"57","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-16",,,,"0.00","0.0","0.0",,"70","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-17",,,,"0.00","0.0","0.0",,"62","34",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-18",,,,"0.00","0.0","0.0",,"56","29",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-19",,,,"0.00","0.0","0.0",,"51","41",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-20",,,,"0.04","0.0","0.0",,"41","32",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-21",,,,"0.00","0.0","0.0",,"40","31",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-22",,,,"0.00","0.0","0.0",,"45","20",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-23",,,,"0.00","0.0","0.0",,"25","11",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-24",,,,"0.08","1.0","0.0",,"26","21",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-25",,,,"0.05","2.0","3.0",,"25","1",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-26",,,,"0.00","0.0","3.0",,"26","-4",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-27",,,,"0.00","0.0","2.0",,"36","9",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-28",,,,"0.00","0.0","1.0",,"40","17",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-29",,,,"0.00","0.0","0.0",,"31","20",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-30",,,,"0.00","0.0","0.0",,"55","18",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1962-12-31",,,,"0.00","0.0","0.0",,"43","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-01",,,,"0.00","0.0","0.0",,"30","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-02",,,,"0.00","0.0","0.0",,"48","25",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-03",,,,"0.00","0.0","0.0",,"44","23",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-04",,,,"0.51","0.0","0.0",,"37","32",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-05",,,,"0.00","0.0","0.0",,"35","25",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-06",,,,"0.00","0.0","0.0",,"49","21",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-07",,,,"0.00","0.0","0.0",,"54","31",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-08",,,,"0.00","0.0","0.0",,"67","30",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-09",,,,"0.00","0.0","0.0",,"62","26",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-10",,,,"0.00","0.0","0.0",,"36","10",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-11",,,,"0.03","2.0","1.0",,"10","-4",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-12",,,,"0.00","0.0","2.0",,"5","-7",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-13",,,,"0.00","0.0","2.0",,"29","-6",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-14",,,,"0.00","0.0","2.0",,"18","3",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-15",,,,"0.00","0.0","2.0",,"24","2",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-16",,,,"0.00","0.0","2.0",,"25","6",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-17",,,,"0.00","0.0","2.0",,"35","10",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-18",,,,"0.00","0.0","1.0",,"21","0",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-19",,,,"0.13","2.0","3.0",,"3","-5",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-20",,,,"0.02","0.0","3.0",,"24","-3",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-21",,,,"0.00","0.0","3.0",,"53","7",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-22",,,,"0.00","0.0","1.0",,"31","-2",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-23",,,,"0.03","1.0","2.0",,"9","-5",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-24",,,,"0.00","0.0","2.0",,"29","-5",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-25",,,,"0.00","0.0","1.0",,"26","11",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-26",,,,"0.03","1.0","2.0",,"12","-3",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-27",,,,"0.00","0.0","2.0",,"17","-13",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-28",,,,"0.00","0.0","2.0",,"31","13",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-29",,,,"0.00","0.0","2.0",,"20","8",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-30",,,,"0.00","0.0","1.0",,"20","4",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-01-31",,,,"0.00","0.0","1.0",,"33","9",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-01",,,,"0.00","0.0","0.0",,"58","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-02",,,,"0.00","0.0","0.0",,"41","16",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-03",,,,"0.00","0.0","0.0",,"46","14",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-04",,,,"0.00","0.0","0.0",,"68","35",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-05",,,,"0.00","0.0","0.0",,"70","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-06",,,,"0.00","0.0","0.0",,"62","32",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-07",,,,"0.00","0.0","0.0",,"41","31",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-08",,,,"0.00","0.0","0.0",,"55","29",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-09",,,,"0.00","0.0","0.0",,"44","26",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-10",,,,"0.00","0.0","0.0",,"32","14",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-11",,,,"0.00","0.0","0.0",,"29","9",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-12",,,,"0.00","0.0","0.0",,"48","18",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-13",,,,"0.00","0.0","0.0",,"39","23",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-14",,,,"0.00","0.0","0.0",,"38","19",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-15",,,,"0.00","0.0","0.0",,"44","19",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-16",,,,"0.00","0.0","0.0",,"46","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-17",,,,"0.00","0.0","0.0",,"57","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-18",,,,"0.00","0.0","0.0",,"58","27",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-19",,,,"0.00","0.0","0.0",,"58","30",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-20",,,,"0.00","0.0","0.0",,"51","13",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-21",,,,"0.00","0.0","0.0",,"22","9",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-22",,,,"0.00","0.0","0.0",,"43","19",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-23",,,,"0.00","0.0","0.0",,"48","20",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-24",,,,"0.00","0.0","0.0",,"64","16",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-25",,,,"0.00","0.0","0.0",,"42","25",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-26",,,,"0.00","0.0","0.0",,"43","15",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-27",,,,"0.00","0.0","0.0",,"64","33",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-02-28",,,,"0.00","0.0","0.0",,"45","26",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-01",,,,"0.00","0.0","0.0",,"62","21",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-02",,,,"0.00","0.0","0.0",,"54","30",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-03",,,,"0.01","0.0","0.0",,"71","29",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-04",,,,"1.22","0.0","0.0",,"51","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-05",,,,"0.02","0.2","0.0",,"38","26",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-06",,,,"0.00","0.0","0.0",,"48","26",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-07",,,,"0.00","0.0","0.0",,"52","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-08",,,,"0.00","0.0","0.0",,"50","28",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-09",,,,"0.00","0.0","0.0",,"60","23",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-10",,,,"0.41","0.0","0.0",,"48","33",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-11",,,,"0.07","0.0","0.0",,"51","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-12",,,,"0.00","0.0","0.0",,"44","36",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-13",,,,"0.00","0.0","0.0",,"40","33",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-14",,,,"0.00","0.0","0.0",,"51","23",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-15",,,,"0.00","0.0","0.0",,"60","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-16",,,,"0.00","0.0","0.0",,"65","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-17",,,,"0.00","0.0","0.0",,"56","31",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-18",,,,"0.05","0.0","0.0",,"76","41",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-19",,,,"0.00","0.0","0.0",,"62","36",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-20",,,,"0.00","0.0","0.0",,"61","31",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-21",,,,"0.00","0.0","0.0",,"53","25",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-22",,,,"0.00","0.0","0.0",,"73","34",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-23",,,,"0.00","0.0","0.0",,"72","45",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-24",,,,"0.00","0.0","0.0",,"80","54",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-25",,,,"0.00","0.0","0.0",,"67","45",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-26",,,,"0.00","0.0","0.0",,"68","37",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-27",,,,"0.00","0.0","0.0",,"74","41",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-28",,,,"0.00","0.0","0.0",,"86","39",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-29",,,,"0.00","0.0","0.0",,"73","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-30",,,,"0.39","0.0","0.0",,"71","48",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-03-31",,,,"0.05","0.0","0.0",,"71","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-01",,,,"0.00","0.0","0.0",,"80","61",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-02",,,,"0.34","0.0","0.0",,"72","51",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-03",,,,"0.00","0.0","0.0",,"62","39",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-04",,,,"0.00","0.0","0.0",,"59","33",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-05",,,,"0.00","0.0","0.0",,"67","34",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-06",,,,"0.00","0.0","0.0",,"70","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-07",,,,"0.00","0.0","0.0",,"74","49",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-08",,,,"0.00","0.0","0.0",,"79","51",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-09",,,,"0.00","0.0","0.0",,"61","48",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-10",,,,"0.00","0.0","0.0",,"52","41",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-11",,,,"0.00","0.0","0.0",,"62","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-12",,,,"0.00","0.0","0.0",,"67","37",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-13",,,,"0.00","0.0","0.0",,"71","39",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-14",,,,"0.00","0.0","0.0",,"76","42",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-15",,,,"0.00","0.0","0.0",,"86","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-16",,,,"0.00","0.0","0.0",,"85","49",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-17",,,,"0.00","0.0","0.0",,"76","51",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-18",,,,"0.00","0.0","0.0",,"81","54",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-19",,,,"0.00","0.0","0.0",,"70","39",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-20",,,,"0.00","0.0","0.0",,"82","40",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-21",,,,"0.00","0.0","0.0",,"73","49",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-22",,,,"0.00","0.0","0.0",,"74","43",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-23",,,,"0.00","0.0","0.0",,"62","35",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-24",,,,"0.01","0.0","0.0",,"56","43",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-25",,,,"0.00","0.0","0.0",,"70","48",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-26",,,,"0.34","0.0","0.0",,"61","54",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-27",,,,"0.02","0.0","0.0",,"74","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-28",,,,"0.00","0.0","0.0",,"84","64",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-29",,,,"0.00","0.0","0.0",,"68","51",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-04-30",,,,"0.00","0.0","0.0",,"60","39",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-01",,,,"0.00","0.0","0.0",,"69","38",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-02",,,,"0.07","0.0","0.0",,"77","53",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-03",,,,"0.00","0.0","0.0",,"83","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-04",,,,"0.00","0.0","0.0",,"85","67",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-05",,,,"0.08","0.0","0.0",,"77","59",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-06",,,,"0.00","0.0","0.0",,"79","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-07",,,,"0.00","0.0","0.0",,"86","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-08",,,,"0.00","0.0","0.0",,"93","68",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-09",,,,"0.00","0.0","0.0",,"96","69",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-10",,,,"0.00","0.0","0.0",,"82","64",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-11",,,,"0.00","0.0","0.0",,"93","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-12",,,,"0.70","0.0","0.0",,"90","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-13",,,,"0.00","0.0","0.0",,"80","56",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-14",,,,"0.00","0.0","0.0",,"86","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-15",,,,"0.00","0.0","0.0",,"85","63",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-16",,,,"0.37","0.0","0.0",,"71","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-17",,,,"0.00","0.0","0.0",,"81","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-18",,,,"0.03","0.0","0.0",,"72","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-19",,,,"0.24","0.0","0.0",,"58","47",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-20",,,,"0.00","0.0","0.0",,"73","41",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-21",,,,"0.01","0.0","0.0",,"57","47",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-22",,,,"0.00","0.0","0.0",,"66","47",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-23",,,,"0.00","0.0","0.0",,"60","49",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-24",,,,"0.04","0.0","0.0",,"55","50",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-25",,,,"0.21","0.0","0.0",,"67","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-26",,,,"0.00","0.0","0.0",,"79","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-27",,,,"0.01","0.0","0.0",,"79","55",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-28",,,,"0.00","0.0","0.0",,"81","53",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-29",,,,"0.00","0.0","0.0",,"82","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-30",,,,"0.00","0.0","0.0",,"82","61",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-05-31",,,,"0.00","0.0","0.0",,"71","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-01",,,,"0.35","0.0","0.0",,"82","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-02",,,,"0.01","0.0","0.0",,"86","65",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-03",,,,"0.49","0.0","0.0",,"83","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-04",,,,"0.00","0.0","0.0",,"87","65",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-05",,,,"0.00","0.0","0.0",,"90","69",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-06",,,,"0.00","0.0","0.0",,"95","71",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-07",,,,"0.00","0.0","0.0",,"100","74",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-08",,,,"0.00","0.0","0.0",,"92","73",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-09",,,,"0.00","0.0","0.0",,"94","70",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-10",,,,"0.00","0.0","0.0",,"91","64",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-11",,,,"1.26","0.0","0.0",,"94","61",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-12",,,,"0.00","0.0","0.0",,"94","63",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-13",,,,"0.00","0.0","0.0",,"101","71",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-14",,,,"0.13","0.0","0.0",,"94","70",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-15",,,,"0.92","0.0","0.0",,"82","66",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-16",,,,"0.03","0.0","0.0",,"80","60",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-17",,,,"0.00","0.0","0.0",,"81","58",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-18",,,,"0.00","0.0","0.0",,"84","56",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-19",,,,"0.58","0.0","0.0",,"87","66",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-20",,,,"0.00","0.0","0.0",,"91","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-21",,,,"0.00","0.0","0.0",,"86","62",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-22",,,,"0.00","0.0","0.0",,"82","66",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-23",,,,"0.73","0.0","0.0",,"77","67",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-24",,,,"0.00","0.0","0.0",,"91","69",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-25",,,,"0.00","0.0","0.0",,"93","70",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-26",,,,"1.32","0.0","0.0",,"92","67",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-27",,,,"0.00","0.0","0.0",,"96","71",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-28",,,,"0.00","0.0","0.0",,"99","72",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-29",,,,"0.00","0.0","0.0",,"98","74",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-06-30",,,,"0.00","0.0","0.0",,"98","71",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-07-01",,,,"0.00","0.0","0.0",,"100","71",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-07-02",,,,"0.00","0.0","0.0",,"98","70",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-07-03",,,,"0.00","0.0","0.0",,"99","72",,,,,,
"USW00003919","SALINA MUNICIPAL AIRPORT, KS US","1963-07-04",,,,"0.00","0.0","0.0",,"99","74",,,,,,
